,Restaurant Name,Cuisine Type,Location,Category,Food Name,Description/Ingredients,Price
15040,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",NON VEG STARTER,Chicken Cap Solan,"(Bowl Of Chips, Topped With Chicken, Melted
Cheese On Top With Your Choice Of Any 2 Sauce)",480.00
15041,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",NON VEG STARTER,Chicken Lollipop (6pcs),,420.00
15042,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",NON VEG STARTER,Cheese Corndog,,160.00
15043,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",NON VEG STARTER,Chicken Corndog,,180.00
15044,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Peri- Peri,"(Peri Peri Chicken With Lettuce, Tomato, Onions And
Jalapenos)",360.00
15045,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Grilled Chicken,"(Grilled Chicken With Lettuce, Tomato, Rosemary And Onions)",360.00
15046,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Paneer Roll,"(Grilled Paneer With Lettuce, Tomato And Onions)",300.00
15047,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Vegetarian Roll,"(Java Special Falafel With Lettuce, Tomato And Onions)",300.00
15048,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Mexicana,"(Salami, Olives, Lettuce, Onion, Jalapenos, Tomato &amp; Oregano)",360.00
15049,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Buff Roll,"(Chefs Special Marinated Buff With Lettuce, Tomato And
Onions)",300.00
15050,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Chicken Egg Roll,"(Grilled Chicken With Fried Egg, Lettuce, Tomato, Onions And
Cocktail Sauce)",420.00
15051,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Chilly Roll,"(Spicy Chicken With Lettuce, Tomatoes, Onion, Capsicum And
Chilly Sauce)",420.00
15052,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Extra Sauce,,60.00
15053,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",WRAPS/ KATHI ROLL,Extra Small Chips,,120.00
15054,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PARMA,Chicken Schnitzel,,240.00
15055,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PARMA,Chicken Parma,,300.00
15056,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PARMA,Mexican Parma,,360.00
15057,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PARMA,Hawaiian Parma,,360.00
15058,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PARMA,Extra Mushroom Sauce,,100.00
15059,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Grilled Buff Steak Sandwich,"(Grilled Buff, Green Bell Pepper, Onion, Oregano,
Rosemary With Cheese)",360.00
15060,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Grilled Ham & Cheese,(Butter Toasted Flat Bread With Ham &amp; Cheese),420.00
15061,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Grilled Chicken,"(Chefs Special Marinated Chicken With Lettuce,
Tomato, Onions And Mayo Sauce)",300.00
15062,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Egg Fried,"(Omelette With Tomato, Onions, Oregano, Cheese,
Ketchup And Mayonnaise)",280.00
15063,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Tuna,"(Tuna With Lettuce, Tomato, Onions, Mustard
Sauce And Mayonnaise Sauce)",420.00
15064,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Double Cheese,"(Extra Cheese With Lettuce, Tomato, Onions,
Oregano And Mayo Sauce)",350.00
15065,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Veg Sandwich,"(Falafel, Tomato, Onions, Oregano &amp; Mayo Sauce)",280.00
15066,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",SANDWICHES,Java Zone Special,"(Hot Salami, Marinated Chickens, Olives, Lettuce,
Tomato, Onions, Oregano, Cheese And Peri-peri
Sauce)",420.00
15067,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Schezwan Fried Rice,,240.00
15068,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Shrimp Fried Rice,,420.00
15069,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Chicken Fried Rice,,360.00
15070,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Garlic Fried Rice,,360.00
15071,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Veg Fried Rice,,180.00
15072,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Chicken Biryani,,540.00
15073,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",RICE,Veg Biryani,,420.00
15074,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Crispy Chicken Burger,"(Crispy Fried Chicken With Lettuce, Tomato, Onions,
Mayonnaise, Ketchup And Melted Cheese)",350.00
15075,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Crispy Spicy Burger,"(Fried Chick. Dipped With Signature Spicy Sauce, Lettuce,
Tomato, Onions, Mustard Sauce &amp; Melted Cheese)",350.00
15076,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Ham Burger,"(Fried Ham With Lettuce, Tomato, Onions, Cucumber And
Ketchup)",300.00
15077,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Meat Lovers,"(Grilled Bacon, Salami, Ham Patties With Lettuce, Tomatoes,
Onions, Pride Relish, Melted Cheese, Mayonnaise Sauce)",480.00
15078,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Veg Burger,"(Crispy Fried Vegetarian Patties With Lettuce, Tomato,
Cucumber, Onions, Pride Relish, Melted, Cheese And
Mayonnaise)",300.00
15079,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Super Veg Burger,"(Crispy Fried Vegetarian Patties With Lettuce, Tomato,
Cucumber, Onions, Pride Relish, Melted, Cheese And
Mayonnaise, Guacamole)",350.00
15080,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Chicken & Egg,"(Fried Chicken, Sunny Side Up Egg With Lettuce, Tomatoes,
Onions, Pride Relish, BBQ Sauce And Melted Cheese)",360.00
15081,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Double Chicken,"(Grilled And Fried Chicken With American Slaw, Lettuce,
Tomato, Onions, Mayonnaise And Ketchup)",420.00
15082,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Grilled Chicken,"(Thick Grilled Chicken With Lettuce, Tomato, Onions,
American Slaw, Mayonnaise And Hot Sauce)",300.00
15083,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Grilled Chicken & Bacon,"(Grilled Chicken And Bacon With Lettuce, Tomato, Onions,
American Slaw, Mayonnaise And Peri- Peri Sauce)",420.00
15084,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BURGER,Java Zone Special Burger,"(Deep Fried Chicken Coated With Signature Herbs With
Lettuce, Fresh Tomato, Onion, Tomato, Relish, American
Slaw, Mayonnaise And Melted Cheese)",360.00
15085,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Margherita,"(Tomato Base With Cheese, Oregano And Basil)",540.00
15086,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Garlic,(Garlic Base With Cheese And Oregano),540.00
15087,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,BBQ Chicken,"(Barbeque Chicken With Onions, Pineapple And Cheese)",660.00
15088,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Mexicana,"(Hot Salami With Capsicum, Onion, Chili Flakes And Cheese)",720.00
15089,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Tandoori Chicken,"(Marinated Tandoori Chicken With Onion, Capsicum, Cheese And
Mint Yoghurt)",720.00
15090,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Peri-Peri Chicken,"(Peri-peri Chicken With Onions, Capsicum, Oregano And Cheese)",720.00
15091,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Tuna,"(Tomato Base With Tuna, Onions, Jalapenos, Olives, Lime And
Cheese)",780.00
15092,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Pepperoni,"(Tomato Base With Pepperoni, Chili Flakes And Cheese)",660.00
15093,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,BBQ Meat Lovers,"(Tomato Base With Chicken, Ham, Salami, Bacon, BBQ Sauce And
Cheese)",900.00
15094,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Garden Veg,"(Tomato Base With Mushroom, Onions, Capsicum, Olives And
Cheese)",600.00
15095,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Gourmets Veg,"(Tomato Base With, Grilled Panner, Capsicum, Onions, Mushroom
And Avocados)",780.00
15096,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Boscaiola,"(Tomato Sauce With Mushroom, Chicken Sausage, Capsicum,
Garlic Drizzled, Mustard Sauce And Cheese)",720.00
15097,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",PIZZA,Extra Sauce,"Mayonnaise, BBQ, Chilly, Garlic, Tomato Sauce, Cocktail
Sauce, Signature Peri-Peri Sauce",60.00
15098,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Chicken Momo (Steam),,240.00
15099,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Chicken Momo (Fried),,300.00
15100,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Chicken Momo (Chilly),,360.00
15101,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Chicken Momo (Jhol),,360.00
15102,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Buff Momo (Steam),,180.00
15103,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Buff Momo (Fried),,240.00
15104,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Buff Momo (Chilly),,360.00
15105,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Buff Momo (Jhol),,300.00
15106,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Veg Momo (Steam),,180.00
15107,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Veg Momo (Fried),,240.00
15108,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Veg Momo (Chilly),,360.00
15109,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Veg Momo (Jhol),,300.00
15110,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Chicken Momo Platter,"(Pleasing Plate of 5 each Steam, Fried &amp; Chilly Momos)",480.00
15111,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Buff Momo Platter,"(Pleasing Plate of 5 each Steam, Fried &amp; Chilly Momos)",420.00
15112,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",MOMO,Veg Momo Platter,"(Pleasing Plate of 5 each Steam, Fried &amp; Chilly Momos)",400.00
15113,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",CHOWMEIN,Chicken,(Stir -fried Noodles With Chicken And Mixed Vegetables),300.00
15114,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",CHOWMEIN,Buff,(Stir -fried Noodles With Buff meat And Mixed Vegetables),240.00
15115,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",CHOWMEIN,Veg,(Stir-fried Noodles With Mixed Vegetables),240.00
15116,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",CHOWMEIN,Egg,(Stir -fried Noodles With Chicken And Mixed Vegetables),280.00
15117,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",CHOWMEIN,Mixed,"(Stir-fried Noodles With Chicken, Buff, Egg And Mixed Vegetables)",360.00
15118,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel","PASTA
Choice Of Penne Or Spaghetti",Bolognese,(Home made Bolognese served with Parmesan Cheese),420.00
15119,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel","PASTA
Choice Of Penne Or Spaghetti",Carbonara,"(Cream, Bacon, Red Onion, Garlic &amp; Parmesan Cheese)",460.00
15120,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel","PASTA
Choice Of Penne Or Spaghetti",Antipasto,"(Napoli sauce, Red onion, Roasted Caps, Salami, Olives &amp;
Garlic)",420.00
15121,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel","PASTA
Choice Of Penne Or Spaghetti",Pollo Fungi,"(Chicken, Mushroom, Cream sauce with Parmesan cheese)",480.00
15122,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel","PASTA
Choice Of Penne Or Spaghetti",Chicken Peppers,"(Mix of cream and Napoli sauce with Chicken, Capsicum,
Onion and Chilli Flakes)",460.00
15123,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel","PASTA
Choice Of Penne Or Spaghetti",Vegetarian,"(Mushroom, Onion, Capsicum &amp; Olives in a Napoli Base)",420.00
15124,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BAKERY & PASTRIES,Plain Croissant,,75.00
15125,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BAKERY & PASTRIES,Chocolate Croissant,,110.00
15126,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",BAKERY & PASTRIES,Cheesy Croissant,,110.00
15127,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",DESSERTS,Nutella Pizza,,660.00
15128,Java Zone & Bistro,"Nepali, Tibetan","Tridevi Sadak, Thamel",DESSERTS,Banana Boat,,480.00
15129,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,BIRYANI,Chicken Dum Biryani (Small),,275.00
15130,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,BIRYANI,Chicken Dum Biryani (Medium),,500.00
15131,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,BIRYANI,Chicken Dum Biryani (Large),,"1,000.00"
15132,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Chicken Steam Momo,,215.00
15133,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Chicken Fried Momo,,250.00
15134,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Chicken Chilly Momo,,375.00
15135,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Chicken Jhol Momo,,235.00
15136,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Buff Steam Momo,,190.00
15137,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Buff Fried Momo,,225.00
15138,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Buff Chilly Momo,,300.00
15139,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Buff Jhol Momo,,215.00
15140,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Veg Steam Momo,,170.00
15141,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Veg Fried Momo,,205.00
15142,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Veg Chilly Momo,,275.00
15143,Dum Biryani and Kabab Paradise,"Indian, Biryani",Thapagaun,MO:MO,Veg Jhol Momo,,200.00
15144,A Cafe - Teku,Multi Cuisine,Teku,BREAKFAST,Butter Toast,,170.00
15145,A Cafe - Teku,Multi Cuisine,Teku,BREAKFAST,Plain Toast,,135.00
15146,A Cafe - Teku,Multi Cuisine,Teku,BREAKFAST,A Cafe Special Sandwich,,375.00
15147,A Cafe - Teku,Multi Cuisine,Teku,BREAKFAST,Chicken Sandwich,,250.00
15148,A Cafe - Teku,Multi Cuisine,Teku,BREAKFAST,Veg Sandwich,,220.00
15149,A Cafe - Teku,Multi Cuisine,Teku,BREAKFAST,Masala Omelet,,180.00
15150,A Cafe - Teku,Multi Cuisine,Teku,SALAD,Nepali Salad,,240.00
15151,A Cafe - Teku,Multi Cuisine,Teku,SALAD,Green Salad,,250.00
15152,A Cafe - Teku,Multi Cuisine,Teku,SALAD,Fruit Salad,,420.00
15153,A Cafe - Teku,Multi Cuisine,Teku,SALAD,Cheese Salad,,540.00
15154,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Mushroom Fried,,460.00
15155,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Paneer Chilly,,460.00
15156,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Potato Chilly,,265.00
15157,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Chips Chilly,,265.00
15158,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Paneer Pakoda,,460.00
15159,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Veg Pakoda,,265.00
15160,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Finger Chips,,235.00
15161,A Cafe - Teku,Multi Cuisine,Teku,VEG SNACKS,Kaju Fried,,610.00
15162,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,A-Cafe Special Snacks,,650.00
15163,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Chicken Drumstick,,445.00
15164,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Chicken Basket,,460.00
15165,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Chicken Sausage ( 4 Pcs ),,380.00
15166,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Buff Sausage ( 4 Pcs ),,360.00
15167,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Chicken Chilly Boneless,,460.00
15168,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Chicken Chilly With Bone,,435.00
15169,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Buff Chilly,,460.00
15170,A Cafe - Teku,Multi Cuisine,Teku,NON-VEG SNACKS,Sausage Chilly,,460.00
15171,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Chicken Spring Roll,,350.00
15172,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Mixed Spring Roll,,460.00
15173,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Mutton Spring Roll,,460.00
15174,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Veg Spring Roll,,315.00
15175,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Chicken Katti Roll,,360.00
15176,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Veg Katti Roll,,330.00
15177,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Mutton Katti Roll,,470.00
15178,A Cafe - Teku,Multi Cuisine,Teku,SPRING / KATTI ROLL,Mixed Katti Roll,,470.00
15179,A Cafe - Teku,Multi Cuisine,Teku,BURGER,A- Cafe Special Burger,,360.00
15180,A Cafe - Teku,Multi Cuisine,Teku,BURGER,Chicken Burger,,240.00
15181,A Cafe - Teku,Multi Cuisine,Teku,BURGER,Ham Burger,,240.00
15182,A Cafe - Teku,Multi Cuisine,Teku,BURGER,Cheese Burger,,240.00
15183,A Cafe - Teku,Multi Cuisine,Teku,BURGER,Veg Burger,,220.00
15184,A Cafe - Teku,Multi Cuisine,Teku,SOUP,A Cafe Special Soup,,350.00
15185,A Cafe - Teku,Multi Cuisine,Teku,SOUP,Haddi Soup,,260.00
15186,A Cafe - Teku,Multi Cuisine,Teku,SOUP,Chicken Mushroom Soup,,250.00
15187,A Cafe - Teku,Multi Cuisine,Teku,SOUP,Hot n Sour Soup,,270.00
15188,A Cafe - Teku,Multi Cuisine,Teku,SOUP,Veg Soup,,240.00
15189,A Cafe - Teku,Multi Cuisine,Teku,SOUP,Chicken Soup,,240.00
15190,A Cafe - Teku,Multi Cuisine,Teku,THUKPA,Mixed Thukpa,,315.00
15191,A Cafe - Teku,Multi Cuisine,Teku,THUKPA,Mutton Thukpa,,315.00
15192,A Cafe - Teku,Multi Cuisine,Teku,THUKPA,Chicken Thukpa,,235.00
15193,A Cafe - Teku,Multi Cuisine,Teku,THUKPA,Buff Thukpa,,235.00
15194,A Cafe - Teku,Multi Cuisine,Teku,THUKPA,Veg Thukpa,,200.00
15195,A Cafe - Teku,Multi Cuisine,Teku,CHOWMEIN,Mutton Chowmein,,320.00
15196,A Cafe - Teku,Multi Cuisine,Teku,CHOWMEIN,Mixed Chowmein,,320.00
15197,A Cafe - Teku,Multi Cuisine,Teku,CHOWMEIN,Chicken Chowmein,,235.00
15198,A Cafe - Teku,Multi Cuisine,Teku,CHOWMEIN,Buff Chowmein,,235.00
15199,A Cafe - Teku,Multi Cuisine,Teku,CHOWMEIN,Veg Chowmein,,210.00
15200,A Cafe - Teku,Multi Cuisine,Teku,CHOWMEIN,Egg Chowmein,,235.00
15201,A Cafe - Teku,Multi Cuisine,Teku,CHOPSUEY,Chinese Chopsuey,,430.00
15202,A Cafe - Teku,Multi Cuisine,Teku,CHOPSUEY,American Chopsuey,,430.00
15203,A Cafe - Teku,Multi Cuisine,Teku,CHOPSUEY,Veg Chopsuey,,350.00
15204,A Cafe - Teku,Multi Cuisine,Teku,CHOPSUEY,Chicken Chopsuey,,430.00
15205,A Cafe - Teku,Multi Cuisine,Teku,FRIED RICE,Mixed Fried Rice,,315.00
15206,A Cafe - Teku,Multi Cuisine,Teku,FRIED RICE,Mutton Fried Rice,,315.00
15207,A Cafe - Teku,Multi Cuisine,Teku,FRIED RICE,Chicken Fried Rice,,230.00
15208,A Cafe - Teku,Multi Cuisine,Teku,FRIED RICE,Buff Fried Rice,,235.00
15209,A Cafe - Teku,Multi Cuisine,Teku,FRIED RICE,Veg Fried Rice,,210.00
15210,A Cafe - Teku,Multi Cuisine,Teku,PULAU & BIRYANI,Mutton Pulau,,540.00
15211,A Cafe - Teku,Multi Cuisine,Teku,PULAU & BIRYANI,Chicken Pulau,,385.00
15212,A Cafe - Teku,Multi Cuisine,Teku,PULAU & BIRYANI,Mutton Biryani,,540.00
15213,A Cafe - Teku,Multi Cuisine,Teku,PULAU & BIRYANI,Chicken Biryani,,430.00
15214,A Cafe - Teku,Multi Cuisine,Teku,PULAU & BIRYANI,Veg Biryani,,360.00
15215,A Cafe - Teku,Multi Cuisine,Teku,PULAU & BIRYANI,Veg Pulau,,340.00
15216,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Chicken Steam Momo,,235.00
15217,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Chicken Fry Momo,,245.00
15218,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Chicken Kothey Momo,,245.00
15219,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Chicken C Momo,,255.00
15220,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Chicken Jhol Momo,,265.00
15221,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Mutton Steam Momo,,515.00
15222,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Mutton Fry Momo,,525.00
15223,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Mutton Kothey Momo,,525.00
15224,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Mutton C Momo,,535.00
15225,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Mutton Jhol Momo,,545.00
15226,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Buff Steam Momo,,235.00
15227,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Buff Fry Momo,,245.00
15228,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Buff Kothey Momo,,245.00
15229,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Buff C Momo,,255.00
15230,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Buff Jhol Momo,,265.00
15231,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Veg Steam Momo,,200.00
15232,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Veg Fry Momo,,210.00
15233,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Veg Kothey Momo,,210.00
15234,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Veg C Momo,,220.00
15235,A Cafe - Teku,Multi Cuisine,Teku,MOMO,Veg Jhol Momo,,230.00
15236,A Cafe - Teku,Multi Cuisine,Teku,CHICKEN CURRY,Chicken Curry,,330.00
15237,A Cafe - Teku,Multi Cuisine,Teku,CHICKEN CURRY,Chicken Masala,,360.00
15238,A Cafe - Teku,Multi Cuisine,Teku,CHICKEN CURRY,Chicken Butter Masala,,500.00
15239,A Cafe - Teku,Multi Cuisine,Teku,CHICKEN CURRY,Chicken Tikka Masala,,500.00
15240,A Cafe - Teku,Multi Cuisine,Teku,MUTTON CURRY,Mutton Curry,,550.00
15241,A Cafe - Teku,Multi Cuisine,Teku,MUTTON CURRY,Mutton Masala,,560.00
15242,A Cafe - Teku,Multi Cuisine,Teku,FISH CURRY,Fish Curry ( With Bone ),,415.00
15243,A Cafe - Teku,Multi Cuisine,Teku,FISH CURRY,Fish Masala ( With Bone ),,425.00
15244,A Cafe - Teku,Multi Cuisine,Teku,VEG CURRY,Paneer Butter Masala,,315.00
15245,A Cafe - Teku,Multi Cuisine,Teku,VEG CURRY,Paneer Shahi Korma,,315.00
15246,A Cafe - Teku,Multi Cuisine,Teku,VEG CURRY,Mutter Paneer,,265.00
15247,A Cafe - Teku,Multi Cuisine,Teku,VEG CURRY,Mix Veg Curry,,235.00
15248,A Cafe - Teku,Multi Cuisine,Teku,VEG CURRY,Chana Masala,,235.00
