Price,Bedrooms,Bathrooms,SqFt,City,State,Year_Built,Type,Garage,Lot_Area
1789569,4,2,1950,Melbourne,VIC,1991,Apartment,1,3068
1750166,2,2,2670,Adelaide,SA,2009,Apartment,2,7875
1777129,2,4,2205,Perth,WA,2004,House,2,4155
2125154,3,2,2274,Sydney,NSW,2007,House,2,6604
2059966,2,2,2341,Sydney,NSW,2022,House,0,4570
1853421,5,3,2268,Brisbane,QLD,1992,House,0,6232
2106023,2,2,2385,Sydney,NSW,2001,House,2,5955
2209962,3,2,2797,Sydney,NSW,1997,Apartment,2,7810
1998263,3,1,2117,Sydney,NSW,2006,House,1,6277
1962640,3,2,2425,Melbourne,VIC,1987,House,2,6808
1813472,2,4,1946,Melbourne,VIC,1985,House,2,4097
2199491,3,2,2864,Melbourne,VIC,1990,House,1,7795
1368988,3,2,1594,Adelaide,SA,2008,House,1,4092
2421171,4,2,3080,Melbourne,VIC,2020,House,1,4905
1856406,1,4,1975,Sydney,NSW,1984,House,1,5719
1525254,5,2,1141,Melbourne,VIC,1986,House,2,2510
1996500,4,2,2076,Sydney,NSW,2001,House,1,3534
1371302,3,4,1591,Adelaide,SA,1983,Townhouse,2,3402
2251490,4,1,2504,Sydney,NSW,2011,House,2,6022
1216294,1,3,1608,Adelaide,SA,1998,House,0,3794
1771579,5,2,1732,Melbourne,VIC,2012,House,0,4091
916715,3,2,866,Perth,WA,1980,Apartment,1,1631
1482446,3,2,1728,Brisbane,QLD,2020,Apartment,1,4233
1026259,3,2,800,Adelaide,SA,2023,House,1,2288
1050569,2,2,1049,Brisbane,QLD,2020,Apartment,0,2186
2043608,5,2,2456,Melbourne,VIC,1987,Apartment,1,6007
1620401,1,2,2471,Brisbane,QLD,2011,Townhouse,0,4611
1720898,3,1,2255,Brisbane,QLD,2009,House,1,3546
1169969,3,1,1419,Perth,WA,2007,Townhouse,0,3377
2202652,5,4,1971,Sydney,NSW,2020,Apartment,2,3097
1825214,3,2,1997,Sydney,NSW,2011,Apartment,1,5165
1614514,3,4,1304,Sydney,NSW,2004,Apartment,2,3269
2223105,3,1,2902,Melbourne,VIC,2013,Townhouse,2,5960
1883117,4,2,2526,Perth,WA,2012,Townhouse,2,5348
1755423,2,2,1867,Sydney,NSW,1992,House,1,5371
1864509,2,3,2016,Melbourne,VIC,2004,House,2,3063
1744740,3,3,2125,Brisbane,QLD,2021,Townhouse,0,4983
1067090,4,1,800,Perth,WA,2019,House,0,2308
1941203,2,4,1851,Melbourne,VIC,2018,House,2,5316
1687680,3,1,1590,Sydney,NSW,2023,House,0,3781
1401176,3,2,1399,Adelaide,SA,2023,House,2,2898
1852048,4,4,1831,Sydney,NSW,1989,Apartment,1,3018
2352180,5,3,3078,Brisbane,QLD,2010,House,1,5420
2166383,3,4,2384,Sydney,NSW,2023,Apartment,0,6007
1695936,3,2,1657,Sydney,NSW,1990,Townhouse,2,2527
1709267,3,1,2343,Perth,WA,2004,House,1,6621
1923032,1,1,2839,Brisbane,QLD,2013,House,2,6763
2004734,3,2,2554,Melbourne,VIC,1999,Apartment,1,4005
1520121,3,3,2035,Brisbane,QLD,1986,Townhouse,0,3785
1629130,3,1,1611,Melbourne,VIC,2012,House,1,3854
2181960,5,2,2418,Sydney,NSW,2014,Apartment,1,3757
1765381,3,2,2236,Brisbane,QLD,2008,House,0,5970
1806493,3,2,2537,Brisbane,QLD,1991,House,0,7306
1574367,3,2,2381,Perth,WA,1984,Apartment,1,7004
2136010,3,2,2629,Melbourne,VIC,1991,House,2,6838
1429032,3,3,1678,Brisbane,QLD,2008,Apartment,1,4676
2127107,3,1,2790,Melbourne,VIC,2014,House,1,6741
1825502,3,3,2118,Melbourne,VIC,1999,Apartment,1,4635
2456653,4,1,3245,Melbourne,VIC,2016,House,1,8339
1359702,5,1,1586,Adelaide,SA,1980,House,1,2913
2385314,3,2,3041,Sydney,NSW,1995,House,1,5063
1994005,1,3,2118,Sydney,NSW,2009,House,1,5599
1364656,3,2,1609,Brisbane,QLD,1988,Townhouse,0,4726
1837622,3,2,1709,Sydney,NSW,2021,House,1,4045
1428805,2,2,1807,Perth,WA,1989,House,1,4020
2048382,4,2,2254,Sydney,NSW,1992,Apartment,1,5188
2030913,5,3,2313,Brisbane,QLD,1999,House,2,5131
1899339,5,3,1655,Melbourne,VIC,2008,House,1,3581
1698404,2,1,1985,Sydney,NSW,1983,Apartment,2,5798
2240276,4,2,3285,Perth,WA,2007,House,2,7292
2225595,4,3,3036,Brisbane,QLD,2016,House,1,4924
2079657,3,2,2261,Sydney,NSW,1992,House,2,5989
1855093,3,2,2022,Sydney,NSW,1982,House,0,4222
1862468,4,1,2072,Melbourne,VIC,2016,Apartment,2,5316
1976952,3,2,2368,Melbourne,VIC,1998,House,0,5610
1559943,3,1,1386,Melbourne,VIC,2007,House,1,3562
1839563,3,3,1845,Melbourne,VIC,1998,House,1,2939
1429572,3,2,998,Melbourne,VIC,1996,House,2,1549
1884309,2,2,2239,Melbourne,VIC,1997,House,1,4630
2129946,5,3,2388,Melbourne,VIC,1997,Townhouse,2,6065
1798101,3,1,1710,Sydney,NSW,2002,House,2,3138
2082763,3,2,2944,Brisbane,QLD,2019,House,0,6330
1141442,2,2,1264,Brisbane,QLD,1988,Townhouse,1,3757
1510900,3,2,1121,Sydney,NSW,2008,House,1,2043
2103219,2,4,2134,Sydney,NSW,2021,House,1,5917
2164985,2,3,2628,Sydney,NSW,2008,Apartment,2,7196
2213517,3,1,3010,Melbourne,VIC,1981,House,2,8540
1701311,3,3,1724,Melbourne,VIC,1996,Apartment,2,4954
2107836,3,2,2647,Melbourne,VIC,2010,Apartment,2,5985
1576414,2,4,1976,Adelaide,SA,2007,House,0,4987
1827129,3,2,1896,Melbourne,VIC,2022,House,0,4605
1831069,2,2,2530,Brisbane,QLD,2018,Townhouse,2,4967
2232829,5,2,2391,Sydney,NSW,2009,Apartment,2,4590
1551488,3,2,1054,Sydney,NSW,2014,House,0,2121
2265035,3,2,2885,Sydney,NSW,1999,Townhouse,1,5274
2265099,3,2,2828,Melbourne,VIC,1995,House,2,7454
1655000,2,3,1624,Melbourne,VIC,2013,House,0,4787
1810355,5,2,2237,Brisbane,QLD,1993,Townhouse,1,6268
1918095,3,4,2296,Brisbane,QLD,2005,House,1,4195
1918394,3,2,2156,Sydney,NSW,1999,Apartment,2,3402
1626413,3,2,1669,Brisbane,QLD,2021,House,2,4401
1679019,1,4,1597,Sydney,NSW,2003,Apartment,2,3330
1960796,4,2,1984,Melbourne,VIC,2022,House,1,5431
2020995,3,3,2703,Brisbane,QLD,1997,House,1,7215
1845049,3,3,2326,Brisbane,QLD,2022,House,0,5671
1803696,2,2,1777,Sydney,NSW,1988,House,2,3347
1977366,2,2,2463,Sydney,NSW,1998,Apartment,1,4078
1183371,4,1,800,Melbourne,VIC,1999,Apartment,1,1503
2302469,3,2,2689,Sydney,NSW,2021,Townhouse,2,6090
1084854,3,2,956,Adelaide,SA,2009,House,0,2839
1680307,2,3,1782,Melbourne,VIC,2005,Apartment,2,2844
1227280,3,2,1328,Adelaide,SA,2010,House,1,2390
1212769,3,2,1223,Adelaide,SA,2014,House,1,2985
2028221,3,2,2696,Melbourne,VIC,1982,House,0,5275
2008974,3,4,1719,Sydney,NSW,2019,Townhouse,2,4793
1711334,3,1,2207,Brisbane,QLD,2008,House,2,3773
1714085,3,1,1971,Sydney,NSW,1985,House,0,5806
1967254,5,2,2286,Melbourne,VIC,1980,House,0,6558
2045332,2,4,2046,Sydney,NSW,2003,House,2,5793
1495579,3,4,1230,Melbourne,VIC,2017,Apartment,0,2164
2243387,3,2,2597,Sydney,NSW,2013,House,1,5180
1766293,3,3,1703,Sydney,NSW,1986,House,1,4610
1161572,3,2,1066,Brisbane,QLD,1990,Townhouse,2,2890
1454693,4,4,1743,Adelaide,SA,1990,Townhouse,1,4458
2357363,3,1,2900,Sydney,NSW,2015,House,1,6300
1912262,3,1,2510,Melbourne,VIC,1999,Apartment,2,4938
1668275,3,1,1790,Melbourne,VIC,1995,House,1,5272
1603863,2,2,1790,Sydney,NSW,1984,Apartment,1,3059
1430732,2,3,1807,Brisbane,QLD,2003,Apartment,0,2829
2303615,4,2,3246,Brisbane,QLD,2009,House,2,4913
2048615,2,4,2229,Sydney,NSW,2009,Townhouse,2,5935
1791746,3,2,2258,Brisbane,QLD,2018,House,0,3579
1786385,3,1,2618,Brisbane,QLD,2016,Apartment,2,6042
1951238,3,2,2143,Sydney,NSW,2012,Apartment,1,4395
1607164,3,2,1844,Brisbane,QLD,1999,House,2,3173
1905660,3,3,1882,Melbourne,VIC,2001,House,1,4914
1670187,2,2,1957,Brisbane,QLD,2020,House,2,3097
1734968,3,2,1977,Melbourne,VIC,2000,Apartment,1,3911
2008912,3,2,2436,Sydney,NSW,2016,Apartment,0,5709
1695442,3,2,2031,Brisbane,QLD,2006,House,2,4272
2146677,3,4,2439,Melbourne,VIC,2017,House,0,4607
1642868,3,1,1951,Brisbane,QLD,2014,House,1,5638
1909158,2,3,2047,Sydney,NSW,2017,Apartment,2,5929
992336,3,2,801,Brisbane,QLD,2019,Apartment,1,1701
1874577,1,2,2549,Melbourne,VIC,1985,House,0,5330
1908750,4,4,2207,Brisbane,QLD,2011,House,2,4329
2108747,3,2,2598,Melbourne,VIC,1995,House,1,7234
1356492,3,2,800,Melbourne,VIC,2007,House,1,1881
2499786,3,1,3253,Sydney,NSW,1995,House,2,5316
1525205,2,2,1916,Perth,WA,2006,House,2,5327
2073821,3,3,2664,Melbourne,VIC,1982,Apartment,1,6135
1166188,2,2,1376,Adelaide,SA,2000,House,1,2921
2096969,2,4,2367,Melbourne,VIC,2017,House,2,4751
1299465,3,2,1367,Brisbane,QLD,2017,Apartment,0,2255
1287916,3,1,1625,Brisbane,QLD,2009,Apartment,0,4771
2204560,4,1,3148,Brisbane,QLD,2001,House,2,8223
1602954,3,2,1885,Brisbane,QLD,1998,House,1,3201
1985722,3,4,2130,Sydney,NSW,2010,Townhouse,0,4829
2045887,3,2,2522,Melbourne,VIC,1999,House,1,5884
1840203,2,2,2297,Melbourne,VIC,1998,House,0,4024
1756620,3,3,2090,Melbourne,VIC,1981,Townhouse,0,4474
1874225,3,3,2218,Melbourne,VIC,2019,Apartment,0,5477
2434079,3,1,3442,Melbourne,VIC,2018,Apartment,2,6629
1933220,3,3,1965,Melbourne,VIC,2006,House,2,3925
2005333,4,2,2120,Sydney,NSW,1987,House,1,3569
2008542,5,1,2630,Brisbane,QLD,2006,House,1,5576
2230851,3,2,2663,Sydney,NSW,1994,House,2,6327
2124132,3,2,2712,Melbourne,VIC,1991,House,1,4542
1730903,3,2,2383,Brisbane,QLD,1993,House,1,5772
1649088,3,2,1314,Sydney,NSW,1986,House,2,2755
2092199,3,1,2980,Melbourne,VIC,1996,Apartment,1,7501
1509946,3,3,1312,Melbourne,VIC,2005,Townhouse,1,2587
1841672,5,4,2181,Perth,WA,2016,Apartment,2,5132
1577546,3,3,1547,Melbourne,VIC,1999,Apartment,1,3743
1863668,3,2,1961,Sydney,NSW,1989,House,1,4973
1931653,3,2,2197,Melbourne,VIC,1998,House,1,5790
2036270,4,2,2192,Sydney,NSW,1997,House,1,3737
1765063,3,1,2253,Brisbane,QLD,2009,House,2,6641
2045470,3,2,2968,Brisbane,QLD,2009,Apartment,2,8208
1728360,3,2,2272,Brisbane,QLD,2004,Townhouse,1,5324
1763079,4,3,1853,Melbourne,VIC,2003,Apartment,0,5255
1700094,1,2,2578,Perth,WA,1989,House,2,5346
2056196,4,2,2713,Melbourne,VIC,1981,Apartment,1,4210
1606421,3,2,1263,Sydney,NSW,2017,House,0,3272
2092866,3,2,2358,Sydney,NSW,2011,House,1,6874
1860517,3,2,2420,Brisbane,QLD,2014,House,1,4218
1465836,3,2,1821,Perth,WA,2016,House,0,4491
2006498,1,2,2825,Sydney,NSW,1986,Apartment,0,7685
1633663,4,2,1909,Perth,WA,1986,House,2,5457
1701867,3,1,2075,Brisbane,QLD,2006,House,2,3973
1812011,3,3,1896,Melbourne,VIC,1989,House,1,3210
1627961,2,3,2009,Brisbane,QLD,2012,House,0,3761
1636562,3,2,1342,Sydney,NSW,2022,Townhouse,1,3176
1103999,3,1,1135,Perth,WA,1986,Townhouse,1,3269
1999096,3,3,2956,Brisbane,QLD,1985,Townhouse,1,7018
1516819,3,2,1491,Melbourne,VIC,1985,House,1,4295
1271213,3,2,1405,Perth,WA,1992,House,0,3730
1389830,5,1,800,Sydney,NSW,1992,Townhouse,1,1918
1297356,3,2,1616,Perth,WA,1981,Townhouse,2,2477
1664856,4,3,1206,Sydney,NSW,1998,House,1,2411
1962416,2,3,2985,Brisbane,QLD,1998,Apartment,1,4735
2136711,3,2,2605,Melbourne,VIC,2017,House,1,5168
1354725,3,2,1587,Brisbane,QLD,1981,Townhouse,1,2529
2419817,3,1,3351,Melbourne,VIC,2005,House,2,5870
1742535,4,1,2589,Perth,WA,1985,Townhouse,1,5478
1806658,2,4,1805,Melbourne,VIC,1999,House,2,4101
1309517,2,2,800,Sydney,NSW,2002,House,0,1460
2549534,4,2,3374,Melbourne,VIC,1994,House,2,8770
1233287,3,3,1166,Brisbane,QLD,1985,House,0,2782
1361338,3,3,1012,Melbourne,VIC,2007,House,0,2570
2062988,3,3,2613,Melbourne,VIC,2014,Apartment,0,6792
2193051,4,1,3463,Perth,WA,1990,House,0,8972
1722520,2,1,2830,Perth,WA,1987,Apartment,1,8220
2025931,2,2,2338,Sydney,NSW,2003,House,1,4339
2031290,3,2,2356,Melbourne,VIC,2000,House,2,4490
2268362,5,4,2512,Sydney,NSW,2015,Apartment,0,4123
1781249,3,2,2455,Perth,WA,1986,House,1,5865
1607677,3,4,2168,Perth,WA,1984,Townhouse,1,4538
1545683,3,2,2062,Perth,WA,2008,Apartment,1,4628
1598245,5,3,1962,Brisbane,QLD,1995,Apartment,0,3443
1587042,4,2,1547,Melbourne,VIC,1985,House,0,3828
1952037,5,4,1831,Melbourne,VIC,1993,House,1,4448
1066326,1,1,984,Melbourne,VIC,1981,Townhouse,2,1867
1813653,2,2,1940,Sydney,NSW,2004,House,1,4266
1155041,3,3,1406,Adelaide,SA,2010,Apartment,0,3997
1540810,4,2,1337,Melbourne,VIC,1992,House,0,3559
1600278,3,2,2107,Adelaide,SA,1997,House,1,3879
1895963,3,4,2835,Perth,WA,1996,Apartment,1,7990
1843606,4,2,2550,Perth,WA,2007,Townhouse,1,4084
1327200,2,2,1057,Melbourne,VIC,1991,House,1,2243
1662910,3,1,1406,Sydney,NSW,2014,House,1,2278
2097266,3,3,2564,Melbourne,VIC,2001,Apartment,1,7401
1423335,3,2,1410,Brisbane,QLD,2018,House,1,2201
1801507,4,2,1865,Sydney,NSW,1980,House,0,3220
2098976,3,1,2330,Sydney,NSW,2016,House,1,6693
1416284,3,2,1418,Brisbane,QLD,2000,House,1,3367
1399400,3,1,2063,Perth,WA,1980,Apartment,2,5555
1114837,3,1,1199,Perth,WA,1983,Townhouse,2,1828
1761486,3,2,1639,Sydney,NSW,2011,House,0,3489
1437754,3,1,2191,Adelaide,SA,1980,House,0,6524
1046736,2,1,1044,Brisbane,QLD,1992,House,1,2474
1724677,2,2,2264,Brisbane,QLD,1996,House,1,6282
1810876,3,1,1988,Melbourne,VIC,1991,House,2,5855
1649927,3,2,2331,Brisbane,QLD,1986,Apartment,1,5892
1641699,4,1,2134,Brisbane,QLD,1982,House,2,4250
2193545,4,2,2818,Melbourne,VIC,2005,Apartment,1,5532
1967299,4,2,2075,Melbourne,VIC,2010,Townhouse,2,3334
1498084,3,3,1742,Perth,WA,2015,Townhouse,2,3731
1618672,3,2,2073,Adelaide,SA,2005,House,2,5956
1652934,3,1,2325,Perth,WA,1982,House,1,5156
1968391,2,1,2029,Sydney,NSW,2023,House,2,5817
1761158,2,2,2024,Melbourne,VIC,2007,Townhouse,1,5517
1790794,3,4,1578,Melbourne,VIC,2023,Townhouse,2,4698
1491586,5,2,1602,Brisbane,QLD,1996,Apartment,1,4681
1197134,2,2,1158,Perth,WA,2017,House,1,2965
2315961,1,1,3049,Sydney,NSW,2009,House,2,8560
1187455,4,2,1253,Adelaide,SA,1981,Townhouse,2,3287
1352021,3,2,1584,Brisbane,QLD,1987,Townhouse,2,4047
1647381,4,2,1568,Sydney,NSW,1993,Apartment,1,4037
2226069,4,3,2536,Melbourne,VIC,2016,House,2,6549
2040892,5,2,1823,Sydney,NSW,2014,House,2,3772
2204245,3,1,2748,Melbourne,VIC,2021,House,1,5869
1792326,3,2,1595,Sydney,NSW,2018,Townhouse,2,3097
1574353,3,2,2167,Brisbane,QLD,1990,Townhouse,0,3733
1387223,3,2,1498,Brisbane,QLD,1994,House,0,3278
2243091,3,2,3287,Melbourne,VIC,1981,Apartment,1,9367
1574115,2,2,1287,Sydney,NSW,2016,House,0,3188
1769423,3,2,2185,Brisbane,QLD,2022,House,1,3463
2039197,3,3,2380,Melbourne,VIC,2011,House,1,6466
1696149,4,2,2248,Adelaide,SA,2019,House,0,6526
1842597,4,3,1888,Melbourne,VIC,1992,House,1,5183
1918303,3,2,1922,Sydney,NSW,2022,House,1,4980
1425264,2,2,2026,Brisbane,QLD,1996,Apartment,0,3495
1670046,4,4,1911,Brisbane,QLD,1994,House,0,3868
2171172,3,2,2578,Sydney,NSW,2012,Apartment,1,6053
2554813,4,3,3326,Melbourne,VIC,1995,House,2,5372
1540365,5,3,1665,Brisbane,QLD,1992,Apartment,2,2763
1320515,2,1,1178,Sydney,NSW,2001,Townhouse,0,3418
1938513,4,2,1947,Sydney,NSW,2002,House,1,4972
2227850,1,1,3547,Brisbane,QLD,2015,House,1,6785
1607959,3,4,1517,Brisbane,QLD,2022,House,1,3021
2019650,3,3,2983,Perth,WA,1989,House,2,6195
2225869,2,1,3006,Melbourne,VIC,1996,House,1,4848
1719840,4,1,1667,Melbourne,VIC,2009,House,1,4351
1770292,1,2,2341,Melbourne,VIC,1992,Apartment,1,4133
2052593,2,2,2977,Brisbane,QLD,2009,House,2,8060
1475108,3,1,1772,Brisbane,QLD,2009,House,1,4907
1785582,4,2,1877,Melbourne,VIC,1986,House,1,4615
1771201,5,2,1650,Melbourne,VIC,1989,House,1,4383
1314584,4,1,1391,Brisbane,QLD,2014,Apartment,1,2445
1722777,3,3,1610,Melbourne,VIC,1981,House,2,3806
1573483,3,4,1265,Sydney,NSW,2009,Townhouse,0,3183
1890414,1,3,2020,Sydney,NSW,1998,House,1,5035
1431524,2,3,1538,Perth,WA,2018,House,1,2577
1610486,3,2,2140,Adelaide,SA,2016,House,0,4316
1275495,3,2,1066,Melbourne,VIC,1982,House,0,2119
1847383,3,2,2198,Melbourne,VIC,2004,Townhouse,1,5185
2263189,4,3,2500,Sydney,NSW,2013,Townhouse,1,6619
1421007,3,4,803,Sydney,NSW,2001,House,1,1893
1775098,2,3,2224,Melbourne,VIC,2017,Apartment,0,5855
2284256,2,3,2736,Sydney,NSW,1993,House,2,4511
1474266,4,2,1274,Brisbane,QLD,2018,House,2,3589
2302240,4,2,3003,Melbourne,VIC,1981,House,2,6922
1703694,4,2,2251,Perth,WA,2011,Townhouse,1,3503
1424188,2,1,1576,Brisbane,QLD,2022,House,1,3887
1957547,5,1,1966,Sydney,NSW,1982,House,1,4475
2090556,3,2,2334,Sydney,NSW,2020,House,0,4274
1384674,1,2,2045,Perth,WA,1987,Townhouse,2,5413
1844717,5,2,2323,Perth,WA,2005,Apartment,2,6738
1615809,3,2,1447,Melbourne,VIC,2011,House,2,2872
1906006,3,2,2101,Sydney,NSW,1990,Townhouse,1,4709
1094307,2,2,1151,Perth,WA,1980,Townhouse,2,1949
1821766,3,2,1933,Sydney,NSW,1994,Apartment,2,5596
1637283,5,2,1457,Sydney,NSW,1983,Apartment,1,2883
1181981,3,3,1558,Adelaide,SA,1983,Apartment,1,2793
1936616,3,2,2741,Perth,WA,2007,House,1,6080
1747768,2,2,2654,Brisbane,QLD,1989,House,0,4154
2163670,3,3,2365,Sydney,NSW,1990,House,2,4445
1470302,3,3,1344,Melbourne,VIC,2002,Townhouse,1,2153
1430266,3,3,1810,Brisbane,QLD,1982,Townhouse,1,3061
2015481,3,2,2727,Brisbane,QLD,2018,House,1,4550
1837453,2,1,2085,Melbourne,VIC,2018,House,1,5856
2155689,5,2,3391,Adelaide,SA,1996,Townhouse,0,9820
2010717,3,2,2235,Sydney,NSW,2001,Apartment,2,4945
2043023,3,4,2115,Sydney,NSW,2006,House,0,5173
1836869,3,2,1814,Melbourne,VIC,1995,House,2,4615
1601132,3,1,2080,Brisbane,QLD,1995,House,2,4341
1534444,4,1,1908,Brisbane,QLD,2019,Townhouse,0,3922
1817727,5,1,2424,Brisbane,QLD,1982,Apartment,2,6094
2156560,3,2,2574,Sydney,NSW,2012,Townhouse,1,5315
1569271,4,3,1528,Perth,WA,2021,House,1,3624
1423904,3,3,1201,Sydney,NSW,1981,Apartment,1,2730
1499649,2,4,898,Sydney,NSW,2018,House,1,2054
1763096,3,2,2304,Brisbane,QLD,2006,House,0,6324
1610959,3,2,1337,Sydney,NSW,1994,House,2,3419
1151601,3,2,800,Melbourne,VIC,1986,Townhouse,1,2352
1914578,4,2,2233,Melbourne,VIC,2021,Apartment,0,5999
2746643,3,4,3495,Sydney,NSW,1988,House,2,6008
2099376,5,2,1996,Sydney,NSW,2020,Townhouse,2,5205
2115144,4,3,2503,Melbourne,VIC,1985,House,1,6253
1690031,3,2,2049,Melbourne,VIC,1991,Apartment,0,5059
1628102,3,1,1940,Melbourne,VIC,2009,Apartment,1,4310
1667755,3,1,2551,Brisbane,QLD,1999,Apartment,0,4066
1881853,5,2,1825,Sydney,NSW,1999,Apartment,1,5344
1817308,3,3,2160,Brisbane,QLD,2006,House,2,6001
1512208,1,2,2193,Brisbane,QLD,1999,Townhouse,0,4890
1428660,3,3,1599,Perth,WA,1986,House,1,2779
2001646,3,3,2595,Perth,WA,2019,House,2,7102
1764340,2,2,1895,Sydney,NSW,2019,House,0,4066
1653042,1,3,1546,Sydney,NSW,2009,House,0,3224
1721258,3,2,2321,Brisbane,QLD,1987,House,1,5800
1258815,3,2,1460,Brisbane,QLD,1981,Apartment,2,3853
1995446,3,3,2016,Sydney,NSW,1993,House,2,3215
1943291,3,4,1994,Melbourne,VIC,1989,House,2,5288
1710096,2,2,2651,Brisbane,QLD,1997,Apartment,1,6896
1637691,3,2,2284,Brisbane,QLD,1997,Apartment,2,5446
1481100,3,1,1984,Brisbane,QLD,1995,House,0,3985
2030383,3,2,2490,Sydney,NSW,1984,Apartment,1,4351
2322240,3,2,2834,Sydney,NSW,2010,House,1,4687
2103773,3,4,2334,Melbourne,VIC,2016,House,0,3506
1884193,2,2,2006,Sydney,NSW,1999,House,1,3630
983707,2,1,1212,Adelaide,SA,2002,Apartment,1,2567
1631220,2,2,1360,Sydney,NSW,2011,House,1,2538
1954921,4,2,1816,Sydney,NSW,2021,House,1,3567
1773496,4,2,1634,Sydney,NSW,1996,Apartment,2,3408
1566972,4,2,1887,Brisbane,QLD,1992,Apartment,2,3704
1883710,4,3,2033,Melbourne,VIC,1992,House,1,5261
1712799,3,1,2317,Brisbane,QLD,1996,House,1,5186
1438485,3,2,1957,Perth,WA,1994,Apartment,1,2993
1900241,3,3,2291,Melbourne,VIC,2005,Apartment,0,4217
1937179,1,2,2038,Sydney,NSW,2023,House,2,5228
1070434,3,2,814,Brisbane,QLD,2007,House,0,1589
1356069,4,2,1436,Perth,WA,2021,Apartment,0,4137
1796329,3,2,1913,Sydney,NSW,2009,Apartment,0,4915
1610601,3,2,1274,Sydney,NSW,2022,Apartment,2,2465
1660424,3,2,2359,Brisbane,QLD,2014,Apartment,0,5367
2299921,3,3,2918,Melbourne,VIC,2001,House,1,7298
2010468,3,3,2731,Melbourne,VIC,1989,Apartment,0,4889
1542783,4,2,1871,Perth,WA,1990,House,2,3499
2361297,3,1,2894,Sydney,NSW,2017,House,2,6543
1645797,4,1,2089,Brisbane,QLD,2012,Townhouse,1,6032
1754878,3,1,1797,Sydney,NSW,1985,Townhouse,2,3624
1841586,4,2,1631,Sydney,NSW,2016,Apartment,2,3432
1516409,3,1,1818,Brisbane,QLD,1986,House,2,3247
1831557,3,2,1767,Sydney,NSW,2023,Apartment,2,4223
1596789,3,3,2102,Brisbane,QLD,1991,Apartment,1,5487
2008014,4,2,2096,Sydney,NSW,1986,House,1,4530
2003120,5,3,2001,Sydney,NSW,1981,Apartment,2,5255
1988666,2,3,2262,Sydney,NSW,1980,House,1,4420
1902731,2,2,2714,Perth,WA,2002,House,2,6950
2166343,5,3,2569,Melbourne,VIC,2004,Apartment,1,4850
1401612,3,3,1109,Melbourne,VIC,1997,Townhouse,1,2962
1232389,3,2,800,Melbourne,VIC,2023,Townhouse,1,2196
1770064,3,2,2560,Brisbane,QLD,1986,Apartment,2,6904
1425264,2,2,1179,Sydney,NSW,1982,House,1,2151
1666237,4,4,1865,Perth,WA,2008,House,0,4740
1260778,4,2,1297,Adelaide,SA,1989,House,2,2995
1303584,3,1,918,Melbourne,VIC,2022,Apartment,2,2737
1872256,3,2,2324,Melbourne,VIC,1984,House,1,4748
1815057,4,2,2455,Perth,WA,2013,House,0,6523
1493887,2,2,1654,Melbourne,VIC,1987,Townhouse,1,3399
1137501,4,3,800,Perth,WA,1993,House,2,1676
1893051,3,2,1672,Sydney,NSW,2019,House,0,2786
1879908,3,3,2235,Melbourne,VIC,1985,House,1,4156
1220955,5,3,1112,Adelaide,SA,1980,House,0,1943
2045387,3,2,2110,Sydney,NSW,2012,House,1,3668
1819621,3,1,1990,Sydney,NSW,2019,Apartment,1,3013
1816369,3,3,2347,Brisbane,QLD,1990,House,1,6316
1669600,3,4,2071,Adelaide,SA,2003,Townhouse,2,4561
1588341,3,1,1416,Sydney,NSW,1989,House,1,3832
1989107,5,2,2717,Adelaide,SA,2023,House,1,6574
1565410,4,2,1904,Brisbane,QLD,2002,Apartment,1,5232
1626761,3,3,1983,Adelaide,SA,1995,House,2,4474
1537926,3,3,1440,Brisbane,QLD,2016,House,1,2363
1243957,1,1,1734,Brisbane,QLD,1995,House,0,4205
1294934,1,3,1469,Perth,WA,2023,House,0,3697
1802453,3,1,1896,Sydney,NSW,2010,Townhouse,1,4626
2094172,4,3,3027,Adelaide,SA,1985,House,2,8179
1536382,3,2,1176,Sydney,NSW,2009,House,1,3056
1635397,4,2,1031,Sydney,NSW,2016,House,1,2217
1867119,1,1,2882,Brisbane,QLD,1980,House,2,7865
1897780,3,1,1874,Sydney,NSW,2021,House,1,4756
1448586,3,2,1598,Brisbane,QLD,2004,House,1,2686
1864308,3,2,2623,Brisbane,QLD,2000,House,0,6060
1649892,2,1,1636,Sydney,NSW,2014,House,0,4243
2502298,5,1,3095,Sydney,NSW,2017,House,1,7212
1936066,3,1,2406,Melbourne,VIC,1984,House,1,7036
1531980,5,3,1707,Perth,WA,1991,Apartment,2,2820
2145074,3,3,3294,Perth,WA,1984,House,0,8510
1808221,5,1,1636,Sydney,NSW,1988,House,1,4478
1769202,3,2,2445,Adelaide,SA,2023,House,1,6245
1957050,5,1,2179,Sydney,NSW,1988,Townhouse,1,4529
2182881,1,4,2781,Melbourne,VIC,2014,Apartment,2,5779
2368399,4,4,2936,Sydney,NSW,1980,Apartment,1,6989
1954236,5,2,2019,Melbourne,VIC,1989,House,2,4231
1497388,2,4,1547,Brisbane,QLD,2018,House,0,4372
1823050,2,3,2275,Melbourne,VIC,2015,Apartment,0,3789
1487587,3,3,1593,Perth,WA,2016,House,0,3917
2294889,5,2,3208,Brisbane,QLD,2014,House,1,5457
1960767,3,2,2081,Sydney,NSW,1996,House,1,4809
1743266,3,2,1780,Melbourne,VIC,1992,House,2,4582
